Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Dumbbell Standing Overhead Press,Shoulders,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Standing+Overhead+Press+Shoulders+variation+721-1+exercise+tutorial+proper+form,Advanced,Compound,press_logic,Shoulder Pain,Dumbbell Standing Palms In Press,Dumbbell Bench Seated Press,https://wger.de/media/exercise-images/1644/cde4f147-d49a-492f-9c8a-e3c76788fd26.jpg
Dumbbell Standing Palms In Press,Shoulders,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Standing+Palms+In+Press+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,Shoulder Pain,Dumbbell Upright Row,Dumbbell Arnold Press V. 2,
Dumbbell Standing Preacher Curl,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Standing+Preacher+Curl+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Dumbbell Standing Reverse Curl,Cable Rope Incline Tricep Extension,
Dumbbell Standing Reverse Curl,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Standing+Reverse+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Dumbbell Standing Triceps Extension,Cable Rope High Pulley Overhead Tricep Extension,
Dumbbell Standing Triceps Extension,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Standing+Triceps+Extension+Upper+Arms+variation+725-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Dumbbell Standing Zottman Preacher Curl,Cable Rope Hammer Preacher Curl,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Dumbbell Standing Zottman Preacher Curl,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Standing+Zottman+Preacher+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Dumbbell Step Up Single Leg Balance With Bicep Curl,Cable Reverse-Grip Pushdown,
Dumbbell Step Up Single Leg Balance With Bicep Curl,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Step+Up+Single+Leg+Balance+With+Bicep+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Dumbbell Tate Press,Cable Reverse Preacher Curl,https://wger.de/media/exercise-images/364/b318dde9-f5f2-489f-940a-cd864affb9e3.png
Dumbbell Step-Up,Upper Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Step-Up+Upper+Legs+variation+728-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Dumbbell Step-Up Lunge,Leg Up Hamstring Stretch,
Dumbbell Step-Up Lunge,Upper Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Step-Up+Lunge+Upper+Legs+variation+729-1+exercise+tutorial+proper+form,Intermediate,Compound,lunge_logic,Knee Pain,Dumbbell Step-Up Split Squat,Kneeling Jump Squat,https://wger.de/media/exercise-images/1651/04ab2679-a04d-4d05-9c85-0d36e898328c.webp
Dumbbell Step-Up Split Squat,Upper Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Step-Up+Split+Squat+Upper+Legs+variation+730-1+exercise+tutorial+proper+form,Beginner,Compound,squat_logic,Knee Pain,Dumbbell Stiff Leg Deadlift,Kick Out Sit,https://wger.de/media/exercise-images/1653/c10c4e17-1e14-4cf9-930b-cc3a614f15dd.webp
Dumbbell Stiff Leg Deadlift,Upper Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Stiff+Leg+Deadlift+Upper+Legs+variation+731-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Dumbbell Straight Leg Deadlift,Kettlebell Turkish Get Up (Squat Style),https://wger.de/media/exercise-images/1088/9f66b288-ce8f-4154-ba80-78fee267263c.jpg
Dumbbell Straight Arm Pullover,Chest,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Straight+Arm+Pullover+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Dynamic Chest Stretch (Male),Dumbbell Incline One Arm Fly,
Dumbbell Straight Leg Deadlift,Upper Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Straight+Leg+Deadlift+Upper+Legs+variation+733-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Dumbbell Sumo Pull Through,Kettlebell Swing,https://wger.de/media/exercise-images/1652/0306c8c0-70cc-45d4-92de-6fa72ceaa834.webp
Dumbbell Sumo Pull Through,Upper Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Sumo+Pull+Through+Upper+Legs+variation+734-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Dumbbell Supported Squat,Kettlebell Pistol Squat,
Dumbbell Supported Squat,Upper Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Supported+Squat+Upper+Legs+variation+735-1+exercise+tutorial+proper+form,Intermediate,Compound,squat_logic,Knee Pain,Exercise Ball Hip Flexor Stretch,Kettlebell Lunge Pass Through,https://wger.de/media/exercise-images/1653/c10c4e17-1e14-4cf9-930b-cc3a614f15dd.webp
Dumbbell Tate Press,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Tate+Press+Upper+Arms+variation+736-1+exercise+tutorial+proper+form,Beginner,Compound,press_logic,,Dumbbell Tricep Kickback With Stork Stance,Cable Reverse One Arm Curl,https://wger.de/media/exercise-images/1353/138cb483-7d4d-4519-b029-63e4269810a6.webp
Dumbbell Tricep Kickback With Stork Stance,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Tricep+Kickback+With+Stork+Stance+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Dumbbell Twisting Bench Press,Cable Reverse Grip Triceps Pushdown (Sz-Bar) (With Arm Blaster),
Dumbbell Twisting Bench Press,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Twisting+Bench+Press+Upper+Arms+variation+738-1+exercise+tutorial+proper+form,Beginner,Compound,press_logic,,Dumbbell Waiter Biceps Curl,Cable Reverse Curl,https://wger.de/media/exercise-images/192/Bench-press-1.png
Dumbbell Upright Row,Shoulders,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Upright+Row+Shoulders+variation+739-1+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Shoulder Pain,Dumbbell Upright Row (Back Pov),Dumbbell Arnold Press,https://wger.de/media/exercise-images/1229/1e6f611c-ed53-48f1-8fdd-3b92ae3579c3.webp
Dumbbell Upright Row (Back Pov),Shoulders,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Upright+Row+%28Back+Pov%29+Shoulders+variation+740-1+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Shoulder Pain,Dumbbell Upright Shoulder External Rotation,Dumbbell Alternate Side Press,https://wger.de/media/exercise-images/1229/1e6f611c-ed53-48f1-8fdd-3b92ae3579c3.webp
Dumbbell Upright Shoulder External Rotation,Shoulders,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Upright+Shoulder+External+Rotation+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell W-Press,Cable Upright Row,
Dumbbell Waiter Biceps Curl,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Waiter+Biceps+Curl+Upper+Arms+variation+742-1+exercise+tutorial+proper+form,Advanced,Compound,curl_logic,,Dumbbell Zottman Curl,Cable Rear Drive,https://wger.de/media/exercise-images/1225/39a0b7e7-9780-425d-84f5-56d10d1690ac.gif
Dumbbell W-Press,Shoulders,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+W-Press+Shoulders+variation+743-1+exercise+tutorial+proper+form,Beginner,Compound,press_logic,Shoulder Pain,Ez Barbell Anti Gravity Press,Cable Supine Reverse Fly,https://wger.de/media/exercise-images/1353/138cb483-7d4d-4519-b029-63e4269810a6.webp
Dumbbell Zottman Curl,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Zottman+Curl+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Dumbbell Zottman Preacher Curl,Cable Pushdown (With Rope Attachment),
Dumbbell Zottman Preacher Curl,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbell+Zottman+Preacher+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Dumbbells Seated Triceps Extension,Cable Pushdown,
Dumbbells Seated Triceps Extension,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Dumbbells+Seated+Triceps+Extension+Upper+Arms+variation+746-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Elbow Dips,Cable Pulldown Bicep Curl,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Dynamic Chest Stretch (Male),Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Dynamic+Chest+Stretch+%28Male%29+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Exercise Ball Pike Push Up,Dumbbell Incline Hammer Press,
Elbow Dips,Upper Arms,Body Weight,,Beginner,Compound,dip_logic,,Exercise Ball Dip,Cable Preacher Curl,https://wger.de/media/exercise-images/194/34600351-8b0b-4cb0-8daa-583537be15b0.png
Elbow Lift - Reverse Push-Up,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Elbow+Lift+-+Reverse+Push-Up+Back+variation+749-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,Back Pain,Elevator,Exercise Ball Back Extension With Hands Behind Head,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Elbow-To-Knee,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Elbow-To-Knee+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Flag,Knee Touch Crunch,
Elevator,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Elevator+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Exercise Ball Alternating Arm Ups,Exercise Ball Back Extension With Arms Extended,
Exercise Ball Alternating Arm Ups,Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Alternating+Arm+Ups+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Exercise Ball Back Extension With Arms Extended,Exercise Ball Alternating Arm Ups,
Exercise Ball Back Extension With Arms Extended,Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Back+Extension+With+Arms+Extended+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Exercise Ball Back Extension With Hands Behind Head,Elevator,
Exercise Ball Back Extension With Hands Behind Head,Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Back+Extension+With+Hands+Behind+Head+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Exercise Ball Back Extension With Knees Off Ground,Elbow Lift - Reverse Push-Up,
Exercise Ball Back Extension With Knees Off Ground,Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Back+Extension+With+Knees+Off+Ground+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Exercise Ball Back Extension With Rotation,Dumbbell Side Plank With Rear Fly,
Exercise Ball Back Extension With Rotation,Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Back+Extension+With+Rotation+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Exercise Ball Hug,Dumbbell Shrug,
Exercise Ball Dip,Upper Arms,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Dip+exercise+tutorial+proper+form,Beginner,Compound,dip_logic,,Exercise Ball Seated Triceps Stretch,Cable Overhead Triceps Extension (Rope Attachment),
Exercise Ball Hip Flexor Stretch,Upper Legs,Stability Ball,,Intermediate,Compound,general_logic,Knee Pain,Exercise Ball One Leg Prone Lower Body Rotation,Kettlebell Hang Clean,https://wger.de/media/exercise-images/1867/767631e5-10d2-46b8-b03f-cc298f96963b.png
Exercise Ball Hug,Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Hug+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Exercise Ball Lat Stretch,Dumbbell Reverse Grip Row (Female),
Exercise Ball Lat Stretch,Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Lat+Stretch+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Exercise Ball Lower Back Stretch (Pyramid),Dumbbell Reverse Grip Incline Bench Two Arm Row,https://wger.de/media/exercise-images/1835/ca4a0b7e-9fdd-4173-843a-f0392824abe1.jpg
Exercise Ball Lower Back Stretch (Pyramid),Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Lower+Back+Stretch+%28Pyramid%29+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Exercise Ball Lying Side Lat Stretch,Dumbbell Reverse Grip Incline Bench One Arm Row,
Exercise Ball Lying Side Lat Stretch,Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Lying+Side+Lat+Stretch+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Exercise Ball Prone Leg Raise,Dumbbell Palm Rotational Bent Over Row,https://wger.de/media/exercise-images/1861/0ffe4e99-71ad-47fb-b98c-1f243faa0499.png
Exercise Ball On The Wall Calf Raise,Lower Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+On+The+Wall+Calf+Raise+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Exercise Ball On The Wall Calf Raise (Tennis Ball Between Ankles),Lever Donkey Calf Raise,
Exercise Ball On The Wall Calf Raise (Tennis Ball Between Ankles),Lower Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+On+The+Wall+Calf+Raise+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Exercise Ball On The Wall Calf Raise (Tennis Ball Between Knees),Lever Calf Press,
Exercise Ball On The Wall Calf Raise (Tennis Ball Between Knees),Lower Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+On+The+Wall+Calf+Raise+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Hack Calf Raise,Hack One Leg Calf Raise,
Exercise Ball One Leg Prone Lower Body Rotation,Upper Legs,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+One+Leg+Prone+Lower+Body+Rotation+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Exercise Ball One Legged Diagonal Kick Hamstring Curl,Kettlebell Goblet Squat,
Exercise Ball One Legged Diagonal Kick Hamstring Curl,Upper Legs,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+One+Legged+Diagonal+Kick+Hamstring+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,Knee Pain,Exercise Ball Seated Hamstring Stretch,Kettlebell Front Squat,
Exercise Ball Pike Push Up,Chest,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Pike+Push+Up+exercise+tutorial+proper+form,Beginner,Compound,pushup_logic,,Floor Fly (With Barbell),Dumbbell Incline Fly On Exercise Ball,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Exercise Ball Prone Leg Raise,Back,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Prone+Leg+Raise+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Ez Bar Lying Bent Arms Pullover,Dumbbell One Arm Bent-Over Row,
Exercise Ball Seated Hamstring Stretch,Upper Legs,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Seated+Hamstring+Stretch+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Knee Pain,Farmers Walk,Jump Squat V. 2,
Exercise Ball Seated Triceps Stretch,Upper Arms,Stability Ball,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Seated+Triceps+Stretch+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Exercise Ball Supine Triceps Extension,Cable Overhead Curl On Exercise Ball,
Exercise Ball Supine Triceps Extension,Upper Arms,Dumbbell,https://www.youtube.com/embed?listType=search&list=Exercise+Ball+Supine+Triceps+Extension+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Ez Bar French Press On Exercise Ball,Cable Overhead Curl,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Ez Bar French Press On Exercise Ball,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Bar+French+Press+On+Exercise+Ball+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,,Ez Bar Lying Close Grip Triceps Extension Behind Head,Cable One Arm Tricep Pushdown,
Ez Bar Lying Bent Arms Pullover,Back,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Bar+Lying+Bent+Arms+Pullover+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Ez Bar Reverse Grip Bent Over Row,Dumbbell Lying Rear Delt Row,
Ez Bar Lying Close Grip Triceps Extension Behind Head,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Bar+Lying+Close+Grip+Triceps+Extension+Behind+Head+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Ez Bar Seated Close Grip Concentration Curl,Cable One Arm Reverse Preacher Curl,
Ez Bar Reverse Grip Bent Over Row,Back,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Bar+Reverse+Grip+Bent+Over+Row+exercise+tutorial+proper+form,Advanced,Compound,row_logic,Back Pain,Front Lever Reps,Dumbbell Incline Y-Raise,
Ez Bar Seated Close Grip Concentration Curl,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Bar+Seated+Close+Grip+Concentration+Curl+Upper+Arms+variation+777-1+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Ez Bar Standing French Press,Cable One Arm Preacher Curl,https://wger.de/media/exercise-images/1649/441cc0e5-eca2-4828-8b0a-a0e554abb2ff.jpg
Ez Bar Standing French Press,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Bar+Standing+French+Press+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,,Ez Barbell Close Grip Preacher Curl,Cable One Arm Curl,
Ez Barbell Anti Gravity Press,Shoulders,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Anti+Gravity+Press+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,Shoulder Pain,Kettlebell Alternating Press,Cable Standing Shoulder External Rotation,
Ez Barbell Close Grip Preacher Curl,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Close+Grip+Preacher+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Ez Barbell Close-Grip Curl,Cable Lying Triceps Extension V. 2,
Ez Barbell Close-Grip Curl,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Close-Grip+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Ez Barbell Curl,Cable Lying Close-Grip Curl,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Ez Barbell Curl,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Curl+Upper+Arms+variation+782-1+exercise+tutorial+proper+form,Advanced,Compound,curl_logic,,Ez Barbell Decline Close Grip Face Press,Cable Lying Bicep Curl,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Ez Barbell Decline Close Grip Face Press,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Decline+Close+Grip+Face+Press+exercise+tutorial+proper+form,Beginner,Compound,press_logic,,Ez Barbell Decline Triceps Extension,Cable Kneeling Triceps Extension,
Ez Barbell Decline Triceps Extension,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Decline+Triceps+Extension+Upper+Arms+variation+784-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Ez Barbell Incline Triceps Extension,Cable Kickback,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Ez Barbell Incline Triceps Extension,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Incline+Triceps+Extension+Upper+Arms+variation+785-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Ez Barbell Jm Bench Press,Cable Incline Triceps Extension,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Ez Barbell Jm Bench Press,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Jm+Bench+Press+Upper+Arms+variation+786-1+exercise+tutorial+proper+form,Beginner,Compound,press_logic,,Ez Barbell Reverse Grip Curl,Cable High Pulley Overhead Tricep Extension,https://wger.de/media/exercise-images/192/Bench-press-1.png
Ez Barbell Reverse Grip Curl,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Reverse+Grip+Curl+exercise+tutorial+proper+form,Advanced,Compound,curl_logic,,Ez Barbell Reverse Grip Preacher Curl,Cable Hammer Curl (With Rope),
Ez Barbell Reverse Grip Preacher Curl,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Reverse+Grip+Preacher+Curl+exercise+tutorial+proper+form,Advanced,Compound,curl_logic,,Ez Barbell Seated Curls,Cable Drag Curl,
Ez Barbell Seated Curls,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Seated+Curls+Upper+Arms+variation+789-1+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Ez Barbell Seated Triceps Extension,Cable Curl,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Ez Barbell Seated Triceps Extension,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Seated+Triceps+Extension+Upper+Arms+variation+790-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Ez Barbell Spider Curl,Cable Concentration Extension (On Knee),https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Ez Barbell Spider Curl,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Spider+Curl+Upper+Arms+variation+791-1+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Ez Barbell Spider Curl,Cable Concentration Curl,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Ez Barbell Spider Curl,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez+Barbell+Spider+Curl+Upper+Arms+variation+792-1+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Ez-Bar Biceps Curl (With Arm Blaster),Cable Close Grip Curl,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Ez-Bar Biceps Curl (With Arm Blaster),Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez-Bar+Biceps+Curl+%28With+Arm+Blaster%29+Upper+Arms+variation+793-1+exercise+tutorial+proper+form,Advanced,Compound,curl_logic,,Ez-Bar Close-Grip Bench Press,Cable Alternate Triceps Extension,https://wger.de/media/exercise-images/129/Standing-biceps-curl-1.png
Ez-Bar Close-Grip Bench Press,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez-Bar+Close-Grip+Bench+Press+Upper+Arms+variation+794-1+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,,Ez-Barbell Standing Wide Grip Biceps Curl,Bodyweight Side Lying Biceps Curl,https://wger.de/media/exercise-images/192/Bench-press-1.png
Ez-Barbell Standing Wide Grip Biceps Curl,Upper Arms,Ez Barbell,https://www.youtube.com/embed?listType=search&list=Ez-Barbell+Standing+Wide+Grip+Biceps+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Handstand,Bodyweight Kneeling Triceps Extension,
Farmers Walk,Upper Legs,Dumbbell,https://www.youtube.com/embed?listType=search&list=Farmers+Walk+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Flutter Kicks,Jump Squat,
Finger Curls,Lower Arms,Barbell,,Advanced,Compound,curl_logic,,Kettlebell Alternating Hang Clean,Cable Reverse Wrist Curl,https://wger.de/media/exercise-images/1217/590e65db-de60-4727-b7eb-55f80af56043.png
Flag,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Flag+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Flexion Leg Sit Up (Bent Knee),Kettlebell Windmill,
Flexion Leg Sit Up (Bent Knee),Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Flexion+Leg+Sit+Up+%28Bent+Knee%29+exercise+tutorial+proper+form,Intermediate,Compound,crunch_logic,Back Pain,Flexion Leg Sit Up (Straight Arm),Kettlebell Figure 8,
Flexion Leg Sit Up (Straight Arm),Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Flexion+Leg+Sit+Up+%28Bent+Knee%29+exercise+tutorial+proper+form,Intermediate,Compound,crunch_logic,Back Pain,Frog Crunch,Kettlebell Double Windmill,
Floor Fly (With Barbell),Chest,Barbell,,Intermediate,Compound,general_logic,,Full Planche Push-Up,Dumbbell Incline Fly,https://wger.de/media/exercise-images/238/2fc242d3-5bdd-4f97-99bd-678adb8c96fc.png
Flutter Kicks,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Flutter+Kicks+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Forward Jump,Iron Cross Stretch,
Forward Jump,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Forward+Jump+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Forward Lunge (Male),Inverse Leg Curl (On Pull-Up Cable Machine),
Forward Lunge (Male),Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Forward+Lunge+%28Male%29+exercise+tutorial+proper+form,Intermediate,Compound,lunge_logic,Knee Pain,Frankenstein Squat,Inverse Leg Curl (Bench Support),
Frankenstein Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Frankenstein+Squat+exercise+tutorial+proper+form,Beginner,Compound,squat_logic,Knee Pain,Glute Bridge March,Intermediate Hip Flexor And Quad Stretch,
Frog Crunch,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Frog+Crunch+exercise+tutorial+proper+form,Beginner,Compound,crunch_logic,Back Pain,Frog Planche,Kettlebell Bent Press,
Frog Planche,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Frog+Planche+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Front Lever,Kettlebell Advanced Windmill,
Front Lever,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Front+Lever+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Front Plank With Twist,Janda Sit-Up,
Front Lever Reps,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Front+Lever+Reps+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Gironda Sternum Chin,Dumbbell Incline Shrug,
