Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Dumbbell Peacher Hammer Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/Ki8oMQICrXOAEM,Intermediate,Compound,curl_logic,,Dumbbell Preacher Curl,Dumbbell Forward Lunge Triceps Extension,
Dumbbell Plyo Squat,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/-rKVzhH8ZNnZ1v,Beginner,Compound,squat_logic,Knee Pain,Dumbbell Rear Lunge,Lever Lying Two-One Leg Curl,
Dumbbell Preacher Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/uv-eabbHTY4Ws3,Beginner,Compound,curl_logic,,Dumbbell Preacher Curl Over Exercise Ball,Dumbbell Decline Triceps Extension,
Dumbbell Preacher Curl Over Exercise Ball,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/T8aN-LsIX17Bjz,Intermediate,Compound,curl_logic,,Dumbbell Pronate-Grip Triceps Extension,Dumbbell Decline One Arm Hammer Press,
Dumbbell Press On Exercise Ball,Chest,Dumbbell,https://v2.exercisedb.io/image/8Xue94mOmh9044,Advanced,Compound,press_logic,,Dumbbell Pullover,Dumbbell Incline Press On Exercise Ball,
Dumbbell Pronate-Grip Triceps Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/zbhSGH7CLJWyfF,Intermediate,Compound,general_logic,,Dumbbell Prone Incline Curl,Dumbbell Cross Body Hammer Curl V. 2,
Dumbbell Prone Incline Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/K2qhwEALE-IJmC,Advanced,Compound,curl_logic,,Dumbbell Prone Incline Hammer Curl,Dumbbell Cross Body Hammer Curl,
Dumbbell Prone Incline Hammer Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/4KObh4mzSH74HB,Intermediate,Compound,curl_logic,,Dumbbell Revers Grip Biceps Curl,Dumbbell Concentration Curl,
Dumbbell Pullover,Chest,Dumbbell,https://v2.exercisedb.io/image/HLlWhgnzQAUrdp,Intermediate,Compound,general_logic,,Dumbbell Pullover Hip Extension On Exercise Ball,Dumbbell Incline Palm-In Press,
Dumbbell Pullover Hip Extension On Exercise Ball,Chest,Dumbbell,https://v2.exercisedb.io/image/ZQy-FJ-oH-vk8k,Beginner,Compound,general_logic,,Dumbbell Pullover On Exercise Ball,Dumbbell Incline One Arm Press On Exercise Ball,
Dumbbell Pullover On Exercise Ball,Chest,Dumbbell,https://v2.exercisedb.io/image/PCyxdzLRQmSITa,Advanced,Compound,general_logic,,Dumbbell Reverse Bench Press,Dumbbell Incline One Arm Press,
Dumbbell Push Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/T9BJGBoqhuynyp,Intermediate,Compound,press_logic,Shoulder Pain,Dumbbell Raise,Dumbbell Rear Delt Raise,
Dumbbell Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/UUIFHqHrrs8i0X,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell Rear Delt Raise,Dumbbell Raise,
Dumbbell Rear Delt Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/J-dHdohaKhfFm8,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Rear Delt Row_Shoulder,Dumbbell Push Press,
Dumbbell Rear Delt Row_Shoulder,Shoulders,Dumbbell,https://v2.exercisedb.io/image/FCpSWA2pheZsVc,Advanced,Compound,row_logic,Shoulder Pain,Dumbbell Rear Fly,Dumbbell One Arm Upright Row,
Dumbbell Rear Fly,Shoulders,Dumbbell,https://v2.exercisedb.io/image/um4V3qfOklsiuj,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Rear Lateral Raise,Dumbbell One Arm Shoulder Press V. 2,
Dumbbell Rear Lateral Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/RX5FzOI31v4lF8,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell Rear Lateral Raise (Support Head),Dumbbell One Arm Shoulder Press,
Dumbbell Rear Lateral Raise (Support Head),Shoulders,Dumbbell,https://v2.exercisedb.io/image/eKoGsk4DXcYukx,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Reverse Fly,Dumbbell One Arm Reverse Fly (With Support),
Dumbbell Rear Lunge,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/3j4cePF8UTp3AT,Intermediate,Compound,lunge_logic,Knee Pain,Dumbbell Romanian Deadlift,Lever Lying Leg Curl,
Dumbbell Revers Grip Biceps Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/KRnMvYO5mN7FQ9,Beginner,Compound,curl_logic,,Dumbbell Reverse Preacher Curl,Dumbbell Close-Grip Press,
Dumbbell Reverse Bench Press,Chest,Dumbbell,https://v2.exercisedb.io/image/P65eN4O3OJ2nq0,Advanced,Compound,press_logic,,Dumbbell Straight Arm Pullover,Dumbbell Incline One Arm Fly On Exercise Ball,
Dumbbell Reverse Fly,Shoulders,Dumbbell,https://v2.exercisedb.io/image/XuHUaaa36Mup5I,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Rotation Reverse Fly,Dumbbell One Arm Lateral Raise With Support,
Dumbbell Reverse Grip Incline Bench One Arm Row,Back,Dumbbell,https://v2.exercisedb.io/image/62TX3csv2AEBDp,Intermediate,Compound,row_logic,Back Pain,Dumbbell Reverse Grip Incline Bench Two Arm Row,Exercise Ball Lower Back Stretch (Pyramid),
Dumbbell Reverse Grip Incline Bench Two Arm Row,Back,Dumbbell,https://v2.exercisedb.io/image/dLkNerfP5FV6rP,Beginner,Compound,row_logic,Back Pain,Dumbbell Reverse Grip Row (Female),Exercise Ball Lat Stretch,
Dumbbell Reverse Grip Row (Female),Back,Dumbbell,https://v2.exercisedb.io/image/SYMejrisdYFiDm,Intermediate,Compound,row_logic,Back Pain,Dumbbell Shrug,Exercise Ball Hug,
Dumbbell Reverse Preacher Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/hZm1RdKb2rZNt1,Intermediate,Compound,curl_logic,,Dumbbell Reverse Spider Curl,Dumbbell Close Grip Press,
Dumbbell Reverse Spider Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/YuDGFmg17Kwi-O,Advanced,Compound,curl_logic,,Dumbbell Seated Alternate Hammer Curl On Exercise Ball,Dumbbell Biceps Curl V Sit On Bosu Ball,
Dumbbell Reverse Wrist Curl,Lower Arms,Dumbbell,https://v2.exercisedb.io/image/mPvg-Y219qvgTg,Advanced,Compound,curl_logic,,Dumbbell Seated One Arm Rotate,Dumbbell Finger Curls,
Dumbbell Romanian Deadlift,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/vnDmD6LjecZ0my,Intermediate,Compound,general_logic,Knee Pain,Dumbbell Single Leg Deadlift,Lever Leg Extension,
Dumbbell Rotation Reverse Fly,Shoulders,Dumbbell,https://v2.exercisedb.io/image/fcvsyHPg6HvAoO,Advanced,Compound,general_logic,Shoulder Pain,Dumbbell Scott Press,Dumbbell One Arm Lateral Raise,
Dumbbell Scott Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/ifmIGI6VMFGOFo,Beginner,Compound,press_logic,Shoulder Pain,Dumbbell Seated Alternate Front Raise,Dumbbell Lying Rear Lateral Raise,
Dumbbell Seated Alternate Front Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/DJz6kSol-ceK0b,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Seated Alternate Press,Dumbbell Lying One Arm Rear Lateral Raise,
Dumbbell Seated Alternate Hammer Curl On Exercise Ball,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/puYgP7AMW0Ex4N,Beginner,Compound,curl_logic,,Dumbbell Seated Bench Extension,Dumbbell Biceps Curl Squat,
Dumbbell Seated Alternate Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/DM3I4wUvfZymWa,Intermediate,Compound,press_logic,Shoulder Pain,Dumbbell Seated Alternate Shoulder,Dumbbell Lying One Arm Deltoid Rear,
Dumbbell Seated Alternate Shoulder,Shoulders,Dumbbell,https://v2.exercisedb.io/image/13MV06DV6LESQL,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell Seated Bent Arm Lateral Raise,Dumbbell Lying On Floor Rear Delt Raise,
Dumbbell Seated Bench Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/0z6d5Bqml7H3GP,Advanced,Compound,general_logic,,Dumbbell Seated Bent Over Alternate Kickback,Dumbbell Biceps Curl Reverse,
Dumbbell Seated Bent Arm Lateral Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/TWgByqdSg63NaC,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Seated Front Raise,Dumbbell Lying External Shoulder Rotation,
Dumbbell Seated Bent Over Alternate Kickback,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/xzQ3UQ0liar867,Beginner,Compound,general_logic,,Dumbbell Seated Bent Over Triceps Extension,Dumbbell Biceps Curl (With Arm Blaster),
Dumbbell Seated Bent Over Triceps Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/N9LAIUALr0cD9t,Beginner,Compound,general_logic,,Dumbbell Seated Bicep Curl,Dumbbell Biceps Curl,
Dumbbell Seated Bicep Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/13qWd1QvHuucYl,Advanced,Compound,curl_logic,,Dumbbell Seated Biceps Curl (On Stability Ball),Dumbbell Bicep Curl With Stork Stance,
Dumbbell Seated Biceps Curl (On Stability Ball),Upper Arms,Dumbbell,https://v2.exercisedb.io/image/T7c-t-VKVjzcxT,Beginner,Compound,curl_logic,,Dumbbell Seated Biceps Curl To Shoulder Press,Dumbbell Bicep Curl On Exercise Ball With Leg Raised,
Dumbbell Seated Biceps Curl To Shoulder Press,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/iB3zuV4ZeB0ikb,Intermediate,Compound,curl_logic,,Dumbbell Seated Curl,Dumbbell Bicep Curl Lunge With Bowling Motion,
Dumbbell Seated Calf Raise,Lower Legs,Dumbbell,https://v2.exercisedb.io/image/fRTaF1S5HRWY7Q,Beginner,Compound,general_logic,Knee Pain,Dumbbell Seated One Leg Calf Raise,One Leg Donkey Calf Raise,
Dumbbell Seated Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/Cb5maVnjyJDIUD,Advanced,Compound,curl_logic,,Dumbbell Seated Hammer Curl,Dumbbell Alternating Seated Bicep Curl On Exercise Ball,
Dumbbell Seated Front Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/xgo0rm8ljdNny6,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Seated Lateral Raise,Dumbbell Lateral To Front Raise,
Dumbbell Seated Hammer Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/s6fdW65sPNP0vf,Beginner,Compound,curl_logic,,Dumbbell Seated Inner Biceps Curl,Dumbbell Alternating Bicep Curl With Leg Raised On Exercise Ball,
Dumbbell Seated Inner Biceps Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/FsTVnVAwqMAkRd,Intermediate,Compound,curl_logic,,Dumbbell Seated Kickback,Dumbbell Alternate Seated Hammer Curl,
Dumbbell Seated Kickback,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/ryy1rLMBUS1P83,Intermediate,Compound,general_logic,,Dumbbell Seated Neutral Wrist Curl,Dumbbell Alternate Preacher Curl,
Dumbbell Seated Lateral Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/snk1iSwjALqd4R,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Seated Lateral Raise V. 2,Dumbbell Lateral Raise,
Dumbbell Seated Lateral Raise V. 2,Shoulders,Dumbbell,https://v2.exercisedb.io/image/Z7h5JXE2T6QbiN,Advanced,Compound,general_logic,Shoulder Pain,Dumbbell Seated Shoulder Press,Dumbbell Iron Cross,
Dumbbell Seated Neutral Wrist Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/D6or4uywb1hiZe,Beginner,Compound,curl_logic,,Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,Dumbbell Alternate Hammer Preacher Curl,
Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/evWbj1s6Owd6wv,Intermediate,Compound,curl_logic,,Dumbbell Seated One Arm Kickback,Dumbbell Alternate Biceps Curl (With Arm Blaster),
Dumbbell Seated One Arm Kickback,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/dRF4fl5ZgFukxZ,Advanced,Compound,general_logic,,Dumbbell Seated Preacher Curl,Dumbbell Alternate Biceps Curl,
Dumbbell Seated One Arm Rotate,Lower Arms,Dumbbell,https://v2.exercisedb.io/image/nUejTgXuu1qupV,Advanced,Compound,general_logic,,Dumbbell Seated Palms Up Wrist Curl,Cable Wrist Curl,
Dumbbell Seated One Leg Calf Raise,Lower Legs,Dumbbell,https://v2.exercisedb.io/image/yuDtFY6sF67lk1,Beginner,Compound,general_logic,Knee Pain,Dumbbell Seated One Leg Calf Raise - Hammer Grip,Lever Standing Calf Raise,
Dumbbell Seated One Leg Calf Raise - Hammer Grip,Lower Legs,Dumbbell,https://v2.exercisedb.io/image/DD-zpP7o1Pze4g,Intermediate,Compound,general_logic,Knee Pain,Dumbbell Seated One Leg Calf Raise - Palm Up,Lever Seated Squat Calf Raise On Leg Press Machine,
Dumbbell Seated One Leg Calf Raise - Palm Up,Lower Legs,Dumbbell,https://v2.exercisedb.io/image/MfRECYKT20hYPr,Advanced,Compound,general_logic,Knee Pain,Dumbbell Single Leg Calf Raise,Lever Seated Calf Raise,
Dumbbell Seated Palms Up Wrist Curl,Lower Arms,Dumbbell,https://v2.exercisedb.io/image/gsfvAB9DHJsamo,Beginner,Compound,curl_logic,,Finger Curls,Cable Standing Back Wrist Curl,
Dumbbell Seated Preacher Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/klhPE3swZx5f1c,Beginner,Compound,curl_logic,,Dumbbell Seated Revers Grip Concentration Curl,Diamond Push-Up,
Dumbbell Seated Revers Grip Concentration Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/5Viat3dszRchii,Intermediate,Compound,curl_logic,,Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension,Close-Grip Push-Up (On Knees),
Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/u61H-dy2FQtID-,Advanced,Compound,general_logic,,Dumbbell Seated Triceps Extension,Close-Grip Push-Up,
Dumbbell Seated Shoulder Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/PPdNJiyQqJYNgo,Intermediate,Compound,press_logic,Shoulder Pain,Dumbbell Seated Shoulder Press (Parallel Grip),Dumbbell Incline T-Raise,
Dumbbell Seated Shoulder Press (Parallel Grip),Shoulders,Dumbbell,https://v2.exercisedb.io/image/zCTl20da6YB95i,Beginner,Compound,press_logic,Shoulder Pain,Dumbbell Side Lying One Hand Raise,Dumbbell Incline Rear Lateral Raise,
Dumbbell Seated Triceps Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/r82tMvayfyF32M,Beginner,Compound,general_logic,,Dumbbell Standing Alternate Hammer Curl And Press,Cable Two Arm Tricep Kickback,
Dumbbell Shrug,Back,Dumbbell,https://v2.exercisedb.io/image/tQWd4QeNGCovij,Beginner,Compound,general_logic,Back Pain,Dumbbell Side Plank With Rear Fly,Exercise Ball Back Extension With Rotation,
Dumbbell Side Bend,Waist,Dumbbell,https://v2.exercisedb.io/image/d5m6Gg7DsXFgLE,Intermediate,Compound,general_logic,Back Pain,Elbow-To-Knee,Kneeling Plank Tap Shoulder (Male),
Dumbbell Side Lying One Hand Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/klGbUmQNvLJflY,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell Single Arm Overhead Carry,Dumbbell Incline Raise,
Dumbbell Side Plank With Rear Fly,Back,Dumbbell,https://v2.exercisedb.io/image/q2jsG0qe5erqN0,Advanced,Compound,plank_logic,Back Pain,Elbow Lift - Reverse Push-Up,Exercise Ball Back Extension With Knees Off Ground,
Dumbbell Single Arm Overhead Carry,Shoulders,Dumbbell,https://v2.exercisedb.io/image/zVCDlJBAwWGc4i,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell Standing Alternate Overhead Press,Dumbbell Incline One Arm Lateral Raise,
Dumbbell Single Leg Calf Raise,Lower Legs,Dumbbell,https://v2.exercisedb.io/image/UfjrDHfMgae5vT,Beginner,Compound,general_logic,Knee Pain,Dumbbell Standing Calf Raise,Lever Seated Calf Press,
Dumbbell Single Leg Deadlift,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/EcZHV-XXhEnZXp,Advanced,Compound,general_logic,Knee Pain,Dumbbell Single Leg Deadlift With Stepbox Support,Lever Kneeling Leg Curl,
Dumbbell Single Leg Deadlift With Stepbox Support,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/NaIFXuODiMxIyh,Intermediate,Compound,general_logic,Knee Pain,Dumbbell Single Leg Split Squat,Lever Horizontal One Leg Press,
Dumbbell Single Leg Split Squat,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/1R-yjJhWqFzgel,Intermediate,Compound,squat_logic,Knee Pain,Dumbbell Single Leg Squat,Lever Hip Extension V. 2,
Dumbbell Single Leg Squat,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/qe3DdeQwU6BGqm,Beginner,Compound,squat_logic,Knee Pain,Dumbbell Squat,Lever Deadlift,
Dumbbell Squat,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/ZsFdg2NKf3srnX,Intermediate,Compound,squat_logic,Knee Pain,Dumbbell Step-Up,Lever Alternate Leg Press,
Dumbbell Standing Alternate Hammer Curl And Press,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/3tcXyB3Z4f08ZB,Beginner,Compound,curl_logic,,Dumbbell Standing Alternating Tricep Kickback,Cable Two Arm Curl On Incline Bench,
Dumbbell Standing Alternate Overhead Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/R3KxRrDWJpOOAD,Intermediate,Compound,press_logic,Shoulder Pain,Dumbbell Standing Alternate Raise,Dumbbell Full Can Lateral Raise,
Dumbbell Standing Alternate Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/GuiEm8TeA3J7hK,Advanced,Compound,general_logic,Shoulder Pain,Dumbbell Standing Around World,Dumbbell Front Raise V. 2,
Dumbbell Standing Alternating Tricep Kickback,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/QlTMcBHYlD-gNB,Beginner,Compound,general_logic,,Dumbbell Standing Bent Over One Arm Triceps Extension,Cable Triceps Pushdown (V-Bar) (With Arm Blaster),
Dumbbell Standing Around World,Shoulders,Dumbbell,https://v2.exercisedb.io/image/CKsdyOwnUIRDzC,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell Standing Front Raise Above Head,Dumbbell Front Raise,
Dumbbell Standing Bent Over One Arm Triceps Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/Xn1gpfBNtZ7Fw7,Beginner,Compound,general_logic,,Dumbbell Standing Bent Over Two Arm Triceps Extension,Cable Triceps Pushdown (V-Bar),
Dumbbell Standing Bent Over Two Arm Triceps Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/A7RsFjze8J54XN,Beginner,Compound,general_logic,,Dumbbell Standing Biceps Curl,Cable Standing Reverse Grip One Arm Overhead Tricep Extension,
Dumbbell Standing Biceps Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/4-2BxwraMiT6XW,Beginner,Compound,curl_logic,,Dumbbell Standing Concentration Curl,Cable Standing Pulldown (With Rope),
Dumbbell Standing Calf Raise,Lower Legs,Dumbbell,https://v2.exercisedb.io/image/V2fT0KscDeo2x2,Intermediate,Compound,general_logic,Knee Pain,Exercise Ball On The Wall Calf Raise,Lever Rotary Calf,
Dumbbell Standing Concentration Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/EFtMRmQ1qTtbX1,Beginner,Compound,curl_logic,,Dumbbell Standing Inner Biceps Curl V. 2,Cable Standing One Arm Triceps Extension,
Dumbbell Standing Front Raise Above Head,Shoulders,Dumbbell,https://v2.exercisedb.io/image/d9CuN88K7aItQq,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell Standing One Arm Palm In Press,Dumbbell Cuban Press V. 2,
Dumbbell Standing Inner Biceps Curl V. 2,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/eHqEbsSSnyAUtv,Beginner,Compound,curl_logic,,Dumbbell Standing Kickback,Cable Standing Inner Curl,
Dumbbell Standing Kickback,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/dZjW1sv7p9dXyG,Intermediate,Compound,general_logic,,Dumbbell Standing One Arm Concentration Curl,Cable Squatting Curl,
Dumbbell Standing One Arm Concentration Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/WHbRauncfhlllN,Advanced,Compound,curl_logic,,Dumbbell Standing One Arm Curl (Over Incline Bench),Cable Seated Overhead Curl,
Dumbbell Standing One Arm Curl (Over Incline Bench),Upper Arms,Dumbbell,https://v2.exercisedb.io/image/Ce8suSGlee4UIM,Beginner,Compound,curl_logic,,Dumbbell Standing One Arm Curl Over Incline Bench,Cable Seated One Arm Concentration Curl,
Dumbbell Standing One Arm Curl Over Incline Bench,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/yndlIwjMkRIdHU,Intermediate,Compound,curl_logic,,Dumbbell Standing One Arm Extension,Cable Seated Curl,
Dumbbell Standing One Arm Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/xProMvESZNSnrE,Advanced,Compound,general_logic,,Dumbbell Standing One Arm Reverse Curl,Cable Rope One Arm Hammer Preacher Curl,
Dumbbell Standing One Arm Palm In Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/VrIg9YMed8SKM2,Beginner,Compound,press_logic,Shoulder Pain,Dumbbell Standing Overhead Press,Dumbbell Cuban Press,
Dumbbell Standing One Arm Reverse Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/bKlHRqz3saD5uj,Intermediate,Compound,curl_logic,,Dumbbell Standing Preacher Curl,Cable Rope Lying On Floor Tricep Extension,
Dumbbell Standing Overhead Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/SHWlThdJx-Zufu,Advanced,Compound,press_logic,Shoulder Pain,Dumbbell Standing Palms In Press,Dumbbell Bench Seated Press,
Dumbbell Standing Palms In Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/nPHhDpwS4sKGLf,Intermediate,Compound,press_logic,Shoulder Pain,Dumbbell Upright Row,Dumbbell Arnold Press V. 2,
Dumbbell Standing Preacher Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/IelbXhCaayZZLG,Intermediate,Compound,curl_logic,,Dumbbell Standing Reverse Curl,Cable Rope Incline Tricep Extension,
Dumbbell Standing Reverse Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/x9Ds3OqXOAvnax,Beginner,Compound,curl_logic,,Dumbbell Standing Triceps Extension,Cable Rope High Pulley Overhead Tricep Extension,
Dumbbell Standing Triceps Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/mGBUnzFqaX7ZWM,Intermediate,Compound,general_logic,,Dumbbell Standing Zottman Preacher Curl,Cable Rope Hammer Preacher Curl,
Dumbbell Standing Zottman Preacher Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/5RkrpAxFTermtP,Beginner,Compound,curl_logic,,Dumbbell Step Up Single Leg Balance With Bicep Curl,Cable Reverse-Grip Pushdown,
Dumbbell Step Up Single Leg Balance With Bicep Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/nDc3IBoFfNEUHn,Beginner,Compound,curl_logic,,Dumbbell Tate Press,Cable Reverse Preacher Curl,
Dumbbell Step-Up,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/cUefNJvZZ4l3SR,Intermediate,Compound,general_logic,Knee Pain,Dumbbell Step-Up Lunge,Leg Up Hamstring Stretch,
Dumbbell Step-Up Lunge,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/Fa5oZDClVD4cE8,Intermediate,Compound,lunge_logic,Knee Pain,Dumbbell Step-Up Split Squat,Kneeling Jump Squat,
Dumbbell Step-Up Split Squat,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/sJnsM0nG4yohpW,Beginner,Compound,squat_logic,Knee Pain,Dumbbell Stiff Leg Deadlift,Kick Out Sit,
Dumbbell Stiff Leg Deadlift,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/7aGWGRUgydSfrM,Beginner,Compound,general_logic,Knee Pain,Dumbbell Straight Leg Deadlift,Kettlebell Turkish Get Up (Squat Style),
Dumbbell Straight Arm Pullover,Chest,Dumbbell,https://v2.exercisedb.io/image/SpQgGklGd2SB0H,Beginner,Compound,general_logic,,Dynamic Chest Stretch (Male),Dumbbell Incline One Arm Fly,
Dumbbell Straight Leg Deadlift,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/y2IvCxwPmkCYgn,Beginner,Compound,general_logic,Knee Pain,Dumbbell Sumo Pull Through,Kettlebell Swing,
Dumbbell Sumo Pull Through,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/C97LNPX5nqzm1Z,Intermediate,Compound,general_logic,Knee Pain,Dumbbell Supported Squat,Kettlebell Pistol Squat,
Dumbbell Supported Squat,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/dDbIScEUo5h6YE,Intermediate,Compound,squat_logic,Knee Pain,Exercise Ball Hip Flexor Stretch,Kettlebell Lunge Pass Through,
Dumbbell Tate Press,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/eA0qZGJcAQXn5J,Beginner,Compound,press_logic,,Dumbbell Tricep Kickback With Stork Stance,Cable Reverse One Arm Curl,
Dumbbell Tricep Kickback With Stork Stance,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/f7zOgyfmgXSCRw,Intermediate,Compound,general_logic,,Dumbbell Twisting Bench Press,Cable Reverse Grip Triceps Pushdown (Sz-Bar) (With Arm Blaster),
Dumbbell Twisting Bench Press,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/72adaZCk2sMjOm,Beginner,Compound,press_logic,,Dumbbell Waiter Biceps Curl,Cable Reverse Curl,
Dumbbell Upright Row,Shoulders,Dumbbell,https://v2.exercisedb.io/image/nVH3OFqUuduq2A,Beginner,Compound,row_logic,Shoulder Pain,Dumbbell Upright Row (Back Pov),Dumbbell Arnold Press,
Dumbbell Upright Row (Back Pov),Shoulders,Dumbbell,https://v2.exercisedb.io/image/nomkmsLIQNXhYP,Beginner,Compound,row_logic,Shoulder Pain,Dumbbell Upright Shoulder External Rotation,Dumbbell Alternate Side Press,
Dumbbell Upright Shoulder External Rotation,Shoulders,Dumbbell,https://v2.exercisedb.io/image/MCrUGY-8Fje2mS,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell W-Press,Cable Upright Row,
Dumbbell Waiter Biceps Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/fkt9o6s1wHDPd7,Advanced,Compound,curl_logic,,Dumbbell Zottman Curl,Cable Rear Drive,
Dumbbell W-Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/9Lqpvsc-MffToX,Beginner,Compound,press_logic,Shoulder Pain,Ez Barbell Anti Gravity Press,Cable Supine Reverse Fly,
Dumbbell Zottman Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/zAMJ5PsMc5ns3E,Intermediate,Compound,curl_logic,,Dumbbell Zottman Preacher Curl,Cable Pushdown (With Rope Attachment),
