name,bodyPart,equipment,target,difficulty,intensity,time_minutes
ez barbell incline triceps extension,upper arms,ez barbell,triceps,Intermediate,Low,15
ez barbell jm bench press,upper arms,ez barbell,triceps,Intermediate,Moderate,15
ez barbell reverse grip curl,upper arms,ez barbell,biceps,Intermediate,Low,15
ez barbell reverse grip preacher curl,upper arms,ez barbell,biceps,Intermediate,Low,15
ez barbell seated curls,upper arms,ez barbell,biceps,Intermediate,Low,15
ez barbell seated triceps extension,upper arms,ez barbell,triceps,Intermediate,Low,15
ez barbell spider curl,upper arms,ez barbell,biceps,Intermediate,Low,15
ez barbell spider curl,upper arms,ez barbell,biceps,Intermediate,Low,15
ez-bar biceps curl (with arm blaster),upper arms,ez barbell,biceps,Intermediate,Low,15
ez-bar close-grip bench press,upper arms,ez barbell,triceps,Intermediate,Moderate,15
ez-barbell standing wide grip biceps curl,upper arms,ez barbell,biceps,Intermediate,Low,15
farmers walk,upper legs,dumbbell,quads,Intermediate,Moderate,15
finger curls,lower arms,barbell,forearms,Intermediate,Low,15
flag,waist,body weight,abs,Beginner,Low,15
flexion leg sit up (bent knee),waist,body weight,abs,Beginner,Low,15
flexion leg sit up (straight arm),waist,body weight,abs,Beginner,Low,15
floor fly (with barbell),chest,barbell,pectorals,Intermediate,Low,15
flutter kicks,upper legs,body weight,glutes,Beginner,Moderate,15
forward jump,upper legs,body weight,quads,Beginner,High,15
forward lunge (male),upper legs,body weight,glutes,Beginner,Moderate,15
frankenstein squat,upper legs,barbell,glutes,Intermediate,Moderate,15
frog crunch,waist,body weight,abs,Beginner,High,15
frog planche,waist,body weight,abs,Beginner,Low,15
front lever,waist,body weight,abs,Beginner,Low,15
front lever reps,back,body weight,upper back,Beginner,Low,15
front plank with twist,waist,body weight,abs,Beginner,Low,15
full maltese,waist,body weight,abs,Beginner,Low,15
full planche,waist,body weight,abs,Beginner,Low,15
full planche push-up,chest,body weight,pectorals,Beginner,Low,15
gironda sternum chin,back,body weight,lats,Beginner,Low,15
glute bridge march,upper legs,body weight,glutes,Beginner,Moderate,15
glute bridge two legs on bench (male),upper legs,body weight,glutes,Beginner,Moderate,15
glute-ham raise,upper legs,body weight,hamstrings,Beginner,Moderate,15
gorilla chin,waist,body weight,abs,Beginner,Low,15
groin crunch,waist,body weight,abs,Beginner,High,15
hack calf raise,lower legs,sled machine,calves,Advanced,Moderate,15
hack one leg calf raise,lower legs,sled machine,calves,Advanced,Moderate,15
half knee bends (male),cardio,body weight,cardiovascular system,Beginner,High,15
half sit-up (male),waist,body weight,abs,Beginner,Low,15
hamstring stretch,upper legs,body weight,hamstrings,Beginner,Moderate,15
hands bike,chest,upper body ergometer,pectorals,Advanced,Low,15
hands clasped circular toe touch (male),upper legs,body weight,glutes,Beginner,Moderate,15
hands reversed clasped circular toe touch (male),upper legs,body weight,glutes,Beginner,Moderate,15
handstand,upper arms,body weight,triceps,Beginner,Low,15
handstand push-up,upper arms,body weight,triceps,Beginner,Low,15
hanging leg hip raise,waist,body weight,abs,Beginner,Low,15
hanging leg raise,waist,body weight,abs,Beginner,Low,15
hanging oblique knee raise,waist,body weight,abs,Beginner,Low,15
hanging pike,waist,body weight,abs,Beginner,Low,15
hanging straight leg hip raise,waist,body weight,abs,Beginner,Low,15
hanging straight leg raise,waist,body weight,abs,Beginner,Low,15
hanging straight twisting leg hip raise,waist,body weight,abs,Beginner,Low,15
high knee against wall,cardio,body weight,cardiovascular system,Beginner,High,15
hip raise (bent knee),waist,body weight,abs,Beginner,Low,15
hug keens to chest,upper legs,body weight,glutes,Beginner,Moderate,15
hyght dumbbell fly,chest,dumbbell,pectorals,Intermediate,Low,15
hyperextension,back,body weight,spine,Beginner,Low,15
hyperextension (on bench),back,body weight,spine,Beginner,Low,15
impossible dips,upper arms,body weight,triceps,Beginner,Low,15
inchworm,waist,body weight,abs,Beginner,Low,15
inchworm v. 2,waist,body weight,abs,Beginner,Low,15
incline close-grip push-up,upper arms,body weight,triceps,Beginner,Low,15
incline leg hip raise (leg straight),waist,body weight,abs,Beginner,Low,15
incline push up depth jump,chest,body weight,pectorals,Beginner,High,15
incline push-up,chest,body weight,pectorals,Beginner,Low,15
incline push-up (on box),chest,body weight,pectorals,Beginner,Low,15
incline reverse grip push-up,chest,body weight,pectorals,Beginner,Low,15
incline scapula push up,chest,body weight,serratus anterior,Beginner,Low,15
incline twisting sit-up,waist,body weight,abs,Beginner,Low,15
intermediate hip flexor and quad stretch,upper legs,rope,quads,Advanced,Moderate,15
inverse leg curl (bench support),upper legs,body weight,hamstrings,Beginner,Moderate,15
inverse leg curl (on pull-up cable machine),upper legs,body weight,hamstrings,Beginner,Moderate,15
inverted row,back,body weight,upper back,Beginner,High,15
inverted row bent knees,back,body weight,upper back,Beginner,High,15
inverted row on bench,back,body weight,upper back,Beginner,High,15
inverted row v. 2,back,body weight,upper back,Beginner,High,15
inverted row with straps,back,body weight,upper back,Beginner,High,15
iron cross stretch,upper legs,body weight,glutes,Beginner,Moderate,15
isometric chest squeeze,chest,body weight,pectorals,Beginner,Low,15
isometric wipers,chest,body weight,pectorals,Beginner,Low,15
jack burpee,cardio,body weight,cardiovascular system,Beginner,High,15
jack jump (male),cardio,body weight,cardiovascular system,Beginner,High,15
jackknife sit-up,waist,body weight,abs,Beginner,Low,15
janda sit-up,waist,body weight,abs,Beginner,Low,15
jump rope,cardio,rope,cardiovascular system,Advanced,High,15
jump squat,upper legs,body weight,glutes,Beginner,High,15
jump squat v. 2,upper legs,body weight,glutes,Beginner,High,15
kettlebell advanced windmill,waist,kettlebell,abs,Advanced,Low,15
kettlebell alternating hang clean,lower arms,kettlebell,forearms,Advanced,Low,15
kettlebell alternating press,shoulders,kettlebell,delts,Advanced,Moderate,15
kettlebell alternating press on floor,chest,kettlebell,pectorals,Advanced,Moderate,15
kettlebell alternating renegade row,back,kettlebell,upper back,Advanced,High,15
kettlebell alternating row,back,kettlebell,upper back,Advanced,High,15
kettlebell arnold press,shoulders,kettlebell,delts,Advanced,Moderate,15
kettlebell bent press,waist,kettlebell,abs,Advanced,Moderate,15
kettlebell bottoms up clean from the hang position,upper arms,kettlebell,biceps,Advanced,Low,15
kettlebell double alternating hang clean,upper arms,kettlebell,biceps,Advanced,Low,15
kettlebell double jerk,shoulders,kettlebell,delts,Advanced,Low,15
kettlebell double push press,shoulders,kettlebell,delts,Advanced,Moderate,15
kettlebell double snatch,shoulders,kettlebell,delts,Advanced,Low,15
kettlebell double windmill,waist,kettlebell,abs,Advanced,Low,15
kettlebell extended range one arm press on floor,chest,kettlebell,pectorals,Advanced,Moderate,15
kettlebell figure 8,waist,kettlebell,abs,Advanced,Low,15
kettlebell front squat,upper legs,kettlebell,glutes,Advanced,Moderate,15
kettlebell goblet squat,upper legs,kettlebell,glutes,Advanced,Moderate,15
kettlebell hang clean,upper legs,kettlebell,hamstrings,Advanced,Moderate,15
kettlebell lunge pass through,upper legs,kettlebell,glutes,Advanced,Moderate,15
kettlebell one arm clean and jerk,shoulders,kettlebell,delts,Advanced,Low,15
kettlebell one arm floor press,chest,kettlebell,pectorals,Advanced,Moderate,15
kettlebell one arm jerk,shoulders,kettlebell,delts,Advanced,Low,15
kettlebell one arm military press to the side,shoulders,kettlebell,delts,Advanced,Moderate,15
kettlebell one arm push press,shoulders,kettlebell,delts,Advanced,Moderate,15
kettlebell one arm row,back,kettlebell,upper back,Advanced,High,15
kettlebell one arm snatch,shoulders,kettlebell,delts,Advanced,Low,15
kettlebell pirate supper legs,shoulders,kettlebell,delts,Advanced,Low,15
kettlebell pistol squat,upper legs,kettlebell,glutes,Advanced,Moderate,15
kettlebell plyo push-up,chest,kettlebell,pectorals,Advanced,Low,15
kettlebell seated press,shoulders,kettlebell,delts,Advanced,Moderate,15
kettlebell seated two arm military press,shoulders,kettlebell,delts,Advanced,Moderate,15
kettlebell seesaw press,shoulders,kettlebell,delts,Advanced,Moderate,15
kettlebell sumo high pull,back,kettlebell,traps,Advanced,Low,15
kettlebell swing,upper legs,kettlebell,glutes,Advanced,Moderate,15
kettlebell thruster,shoulders,kettlebell,delts,Advanced,Low,15
kettlebell turkish get up (squat style),upper legs,kettlebell,glutes,Advanced,Moderate,15
kettlebell two arm clean,shoulders,kettlebell,delts,Advanced,Low,15
kettlebell two arm military press,shoulders,kettlebell,delts,Advanced,Moderate,15
kettlebell two arm row,back,kettlebell,upper back,Advanced,High,15
kettlebell windmill,waist,kettlebell,abs,Advanced,Low,15
kick out sit,upper legs,body weight,hamstrings,Beginner,Moderate,15
kipping muscle up,back,body weight,lats,Beginner,Low,15
knee touch crunch,waist,body weight,abs,Beginner,High,15
kneeling jump squat,upper legs,barbell,glutes,Intermediate,High,15
kneeling lat stretch,back,body weight,lats,Beginner,Low,15
kneeling plank tap shoulder (male),waist,body weight,abs,Beginner,Low,15
kneeling push-up (male),chest,body weight,pectorals,Beginner,Low,15
korean dips,chest,body weight,pectorals,Beginner,Low,15
l-pull-up,back,body weight,lats,Beginner,Low,15
l-sit on floor,waist,body weight,abs,Beginner,Low,15
landmine 180,waist,barbell,abs,Intermediate,Low,15
landmine lateral raise,shoulders,barbell,delts,Intermediate,Low,15
lean planche,waist,body weight,abs,Beginner,Low,15
left hook. boxing,shoulders,body weight,delts,Beginner,Low,15
leg pull in flat bench,waist,body weight,abs,Beginner,Low,15
leg up hamstring stretch,upper legs,body weight,hamstrings,Beginner,Moderate,15
lever alternate leg press,upper legs,leverage machine,quads,Advanced,Moderate,15
lever alternating narrow grip seated row,back,leverage machine,upper back,Advanced,High,15
lever assisted chin-up,back,leverage machine,lats,Advanced,Low,15
lever back extension,back,leverage machine,spine,Advanced,Low,15
lever bent over row,back,barbell,upper back,Intermediate,High,15
lever bent-over row with v-bar,back,leverage machine,upper back,Advanced,High,15
lever bicep curl,upper arms,leverage machine,biceps,Advanced,Low,15
lever calf press,lower legs,leverage machine,calves,Advanced,Moderate,15
lever chest press,chest,leverage machine,pectorals,Advanced,Moderate,15
lever chest press,chest,leverage machine,pectorals,Advanced,Moderate,15
lever deadlift,upper legs,leverage machine,glutes,Advanced,Moderate,15
lever decline chest press,chest,leverage machine,pectorals,Advanced,Moderate,15
lever donkey calf raise,lower legs,leverage machine,calves,Advanced,Moderate,15
lever front pulldown,back,leverage machine,lats,Advanced,Low,15
lever gripless shrug,back,leverage machine,traps,Advanced,Low,15
lever gripless shrug v. 2,back,leverage machine,traps,Advanced,Low,15
lever gripper hands,lower arms,leverage machine,forearms,Advanced,Low,15
lever hammer grip preacher curl,upper arms,leverage machine,biceps,Advanced,Low,15
lever high row,back,leverage machine,upper back,Advanced,High,15
lever hip extension v. 2,upper legs,leverage machine,glutes,Advanced,Moderate,15
lever horizontal one leg press,upper legs,leverage machine,glutes,Advanced,Moderate,15
lever incline chest press,chest,leverage machine,pectorals,Advanced,Moderate,15
lever incline chest press v. 2,chest,leverage machine,pectorals,Advanced,Moderate,15
lever kneeling leg curl,upper legs,leverage machine,hamstrings,Advanced,Moderate,15
lever kneeling twist,waist,leverage machine,abs,Advanced,Low,15
lever lateral raise,shoulders,leverage machine,delts,Advanced,Low,15
lever leg extension,upper legs,leverage machine,quads,Advanced,Moderate,15
lever lying leg curl,upper legs,leverage machine,hamstrings,Advanced,Moderate,15
lever lying two-one leg curl,upper legs,leverage machine,hamstrings,Advanced,Moderate,15
lever military press,shoulders,leverage machine,delts,Advanced,Moderate,15
lever narrow grip seated row,back,leverage machine,upper back,Advanced,High,15
lever one arm bent over row,back,barbell,upper back,Intermediate,High,15
lever one arm lateral high row,back,leverage machine,upper back,Advanced,High,15
lever one arm lateral wide pulldown,back,leverage machine,lats,Advanced,Low,15
lever one arm shoulder press,shoulders,leverage machine,delts,Advanced,Moderate,15
lever overhand triceps dip,upper arms,leverage machine,triceps,Advanced,Low,15
lever preacher curl,upper arms,leverage machine,biceps,Advanced,Low,15
lever preacher curl v. 2,upper arms,leverage machine,biceps,Advanced,Low,15
lever pullover,back,leverage machine,lats,Advanced,Low,15
lever reverse grip lateral pulldown,back,leverage machine,lats,Advanced,Low,15
lever reverse grip preacher curl,upper arms,leverage machine,biceps,Advanced,Low,15
lever reverse grip vertical row,back,leverage machine,upper back,Advanced,High,15
lever reverse hyperextension,upper legs,leverage machine,glutes,Advanced,Moderate,15
lever reverse t-bar row,back,leverage machine,upper back,Advanced,High,15
lever rotary calf,lower legs,leverage machine,calves,Advanced,Moderate,15
lever seated calf press,lower legs,leverage machine,calves,Advanced,Moderate,15
lever seated calf raise,lower legs,leverage machine,calves,Advanced,Moderate,15
lever seated crunch,waist,leverage machine,abs,Advanced,High,15
lever seated crunch (chest pad),waist,leverage machine,abs,Advanced,High,15
lever seated crunch v. 2,waist,leverage machine,abs,Advanced,High,15
lever seated dip,upper arms,leverage machine,triceps,Advanced,Low,15
lever seated fly,chest,leverage machine,pectorals,Advanced,Low,15
lever seated good morning,upper legs,leverage machine,glutes,Advanced,Moderate,15
lever seated hip abduction,upper legs,leverage machine,abductors,Advanced,Moderate,15
lever seated hip adduction,upper legs,leverage machine,adductors,Advanced,Moderate,15
lever seated leg curl,upper legs,leverage machine,hamstrings,Advanced,Moderate,15
lever seated leg raise crunch,waist,leverage machine,abs,Advanced,High,15
lever seated reverse fly,shoulders,leverage machine,delts,Advanced,Low,15
lever seated reverse fly (parallel grip),shoulders,leverage machine,delts,Advanced,Low,15
lever seated row,back,leverage machine,upper back,Advanced,High,15
lever seated squat calf raise on leg press machine,lower legs,leverage machine,calves,Advanced,Moderate,15
lever shoulder press,shoulders,leverage machine,delts,Advanced,Moderate,15
lever shoulder press v. 2,shoulders,leverage machine,delts,Advanced,Moderate,15
lever shoulder press v. 3,shoulders,leverage machine,delts,Advanced,Moderate,15
lever shrug,back,leverage machine,traps,Advanced,Low,15
lever standing calf raise,lower legs,leverage machine,calves,Advanced,Moderate,15
lever standing chest press,chest,leverage machine,pectorals,Advanced,Moderate,15
lever t bar row,back,leverage machine,upper back,Advanced,High,15
lever t-bar reverse grip row,back,leverage machine,upper back,Advanced,High,15
lever triceps extension,upper arms,leverage machine,triceps,Advanced,Low,15
lever unilateral row,back,leverage machine,upper back,Advanced,High,15
london bridge,back,rope,upper back,Advanced,Low,15
low glute bridge on floor,upper legs,body weight,glutes,Beginner,Moderate,15
lower back curl,back,body weight,spine,Beginner,Low,15
lunge with jump,upper legs,body weight,glutes,Beginner,High,15
lunge with twist,waist,body weight,abs,Beginner,Low,15
lying (side) quads stretch,upper legs,body weight,quads,Beginner,Moderate,15
lying elbow to knee,waist,body weight,abs,Beginner,Low,15
lying leg raise flat bench,waist,body weight,abs,Beginner,Low,15
lying leg-hip raise,waist,body weight,abs,Beginner,Low,15
machine inner chest press,chest,leverage machine,pectorals,Advanced,Moderate,15
march sit (wall),upper legs,body weight,glutes,Beginner,Moderate,15
medicine ball catch and overhead throw,back,medicine ball,lats,Advanced,High,15
medicine ball chest pass,chest,medicine ball,pectorals,Advanced,Low,15
medicine ball chest push from 3 point stance,chest,medicine ball,pectorals,Advanced,Low,15
medicine ball chest push multiple response,chest,medicine ball,pectorals,Advanced,Low,15
medicine ball chest push single response,chest,medicine ball,pectorals,Advanced,Low,15
medicine ball chest push with run release,chest,medicine ball,pectorals,Advanced,High,15
medicine ball close grip push up,upper arms,medicine ball,triceps,Advanced,Low,15
medicine ball overhead slam,back,medicine ball,upper back,Advanced,Low,15
medicine ball supine chest throw,upper arms,medicine ball,triceps,Advanced,High,15
mixed grip chin-up,back,body weight,lats,Beginner,Low,15
modified hindu push-up (male),chest,body weight,pectorals,Beginner,Low,15
modified push up to lower arms,lower arms,body weight,forearms,Beginner,Low,15
monster walk,upper legs,body weight,glutes,Beginner,Moderate,15
mountain climber,cardio,body weight,cardiovascular system,Beginner,High,15
muscle up,back,body weight,lats,Beginner,Low,15
muscle-up (on vertical bar),back,body weight,lats,Beginner,Low,15
narrow push-up on exercise ball,upper arms,stability ball,triceps,Advanced,High,15
neck side stretch,neck,body weight,levator scapulae,Beginner,Low,15
negative crunch,waist,body weight,abs,Beginner,High,15
oblique crunch v. 2,waist,body weight,abs,Beginner,High,15
oblique crunches floor,waist,body weight,abs,Beginner,High,15
olympic barbell hammer curl,upper arms,olympic barbell,biceps,Intermediate,Low,15
olympic barbell triceps extension,upper arms,olympic barbell,triceps,Intermediate,Low,15
one arm against wall,back,body weight,lats,Beginner,Low,15
one arm chin-up,back,body weight,lats,Beginner,Low,15
one arm dip,upper arms,body weight,triceps,Beginner,Low,15
one arm slam (with medicine ball),waist,medicine ball,abs,Advanced,Low,15
one arm towel row,back,body weight,upper back,Beginner,High,15
one leg donkey calf raise,lower legs,body weight,calves,Beginner,Moderate,15
one leg floor calf raise,lower legs,body weight,calves,Beginner,Moderate,15
one leg squat,upper legs,body weight,glutes,Beginner,Moderate,15
otis up,waist,weighted,abs,Advanced,Low,15
outside leg kick push-up,upper legs,body weight,glutes,Beginner,Moderate,15
overhead triceps stretch,upper arms,body weight,triceps,Beginner,Low,15
pelvic tilt,waist,body weight,abs,Beginner,Low,15
pelvic tilt into bridge,upper legs,body weight,glutes,Beginner,Moderate,15
peroneals stretch,lower legs,rope,calves,Advanced,Moderate,15
pike-to-cobra push-up,upper legs,body weight,glutes,Beginner,Moderate,15
plyo push up,chest,body weight,pectorals,Beginner,Low,15
posterior step to overhead reach,waist,body weight,abs,Beginner,Low,15
posterior tibialis stretch,lower legs,rope,calves,Advanced,Moderate,15
potty squat,waist,body weight,abs,Beginner,Moderate,15
potty squat with support,upper legs,body weight,glutes,Beginner,Moderate,15
power clean,upper legs,barbell,hamstrings,Intermediate,Moderate,15
power point plank,waist,body weight,abs,Beginner,Low,15
prisoner half sit-up (male),waist,body weight,abs,Beginner,Low,15
prone twist on stability ball,waist,stability ball,abs,Advanced,Low,15
pull up (neutral grip),back,body weight,lats,Beginner,Low,15
pull-in (on stability ball),waist,stability ball,abs,Advanced,Low,15
pull-up,back,body weight,lats,Beginner,Low,15
push and pull bodyweight,chest,body weight,pectorals,Beginner,Low,15
push to run,cardio,body weight,cardiovascular system,Beginner,High,15
push up on bosu ball,chest,bosu ball,pectorals,Advanced,Low,15
push-up,chest,body weight,pectorals,Beginner,Low,15
push-up (bosu ball),chest,bosu ball,pectorals,Advanced,Low,15
push-up (on stability ball),chest,stability ball,pectorals,Advanced,Low,15
push-up (on stability ball),chest,stability ball,pectorals,Advanced,Low,15
push-up (wall),chest,body weight,pectorals,Beginner,Low,15
push-up (wall) v. 2,chest,body weight,pectorals,Beginner,Low,15
push-up close-grip off dumbbell,upper arms,dumbbell,triceps,Intermediate,Low,15
push-up inside leg kick,upper legs,body weight,glutes,Beginner,Moderate,15
push-up medicine ball,chest,medicine ball,pectorals,Advanced,Low,15
push-up on lower arms,upper arms,body weight,triceps,Beginner,Low,15
push-up plus,chest,body weight,pectorals,Beginner,Low,15
push-up to side plank,waist,body weight,abs,Beginner,Low,15
quads,upper legs,body weight,quads,Beginner,Moderate,15
quarter sit-up,waist,body weight,abs,Beginner,Low,15
quick feet v. 2,upper legs,body weight,quads,Beginner,Moderate,15
raise single arm push-up,chest,body weight,pectorals,Beginner,Low,15
rear decline bridge,upper legs,body weight,glutes,Beginner,Moderate,15
rear deltoid stretch,shoulders,body weight,delts,Beginner,Low,15
rear pull-up,back,body weight,lats,Beginner,Low,15
reclining big toe pose with rope,upper legs,rope,hamstrings,Advanced,Moderate,15
resistance band hip thrusts on knees (female),upper legs,resistance band,glutes,Advanced,Moderate,15
resistance band leg extension,upper legs,resistance band,quads,Advanced,Moderate,15
resistance band seated biceps curl,upper arms,resistance band,biceps,Advanced,Low,15
resistance band seated chest press,chest,resistance band,pectorals,Advanced,Moderate,15
resistance band seated hip abduction,upper legs,resistance band,abductors,Advanced,Moderate,15
resistance band seated shoulder press,shoulders,resistance band,delts,Advanced,Moderate,15
resistance band seated straight back row,back,resistance band,upper back,Advanced,High,15
reverse crunch,waist,body weight,abs,Beginner,High,15
reverse dip,upper arms,body weight,triceps,Beginner,Low,15
reverse grip machine lat pulldown,back,leverage machine,lats,Advanced,Low,15
reverse grip pull-up,back,body weight,lats,Beginner,Low,15
reverse hyper extension (on stability ball),upper legs,stability ball,glutes,Advanced,Moderate,15
reverse hyper on flat bench,upper legs,body weight,glutes,Beginner,Moderate,15
reverse plank with leg lift,waist,body weight,abs,Beginner,Low,15
ring dips,upper arms,body weight,triceps,Beginner,Low,15
rocking frog stretch,upper legs,body weight,glutes,Beginner,Moderate,15
rocky pull-up pulldown,back,body weight,lats,Beginner,Low,15
roller back stretch,back,roller,spine,Advanced,Low,15
roller body saw,waist,roller,abs,Advanced,Low,15
roller hip lat stretch,upper legs,roller,glutes,Advanced,Moderate,15
roller hip stretch,upper legs,roller,glutes,Advanced,Moderate,15
roller reverse crunch,waist,roller,abs,Advanced,High,15
roller seated shoulder flexor depresor retractor,chest,roller,pectorals,Advanced,Low,15
roller seated single leg shoulder flexor depresor retractor,chest,roller,pectorals,Advanced,Low,15
roller side lat stretch,back,roller,lats,Advanced,Low,15
rope climb,back,rope,upper back,Advanced,Low,15
run,cardio,body weight,cardiovascular system,Beginner,High,15
run (equipment),cardio,body weight,cardiovascular system,Beginner,High,15
runners stretch,upper legs,body weight,hamstrings,Beginner,High,15
russian twist,waist,body weight,abs,Beginner,Low,15
scapula dips,back,body weight,traps,Beginner,Low,15
scapula push-up,chest,body weight,serratus anterior,Beginner,Low,15
scapular pull-up,back,body weight,traps,Beginner,Low,15
scissor jumps (male),cardio,body weight,cardiovascular system,Beginner,High,15
seated calf stretch (male),lower legs,body weight,calves,Beginner,Moderate,15
seated glute stretch,upper legs,body weight,glutes,Beginner,Moderate,15
seated leg raise,waist,body weight,abs,Beginner,Low,15
seated lower back stretch,back,body weight,lats,Beginner,Low,15
seated piriformis stretch,upper legs,body weight,glutes,Beginner,Moderate,15
seated side crunch (wall),waist,body weight,abs,Beginner,High,15
seated wide angle pose sequence,upper legs,body weight,hamstrings,Beginner,Moderate,15
self assisted inverse leg curl,upper legs,body weight,hamstrings,Beginner,Moderate,15
self assisted inverse leg curl,upper legs,body weight,hamstrings,Beginner,Moderate,15
self assisted inverse leg curl (on floor),upper legs,body weight,hamstrings,Beginner,Moderate,15
semi squat jump (male),cardio,body weight,cardiovascular system,Beginner,High,15
short stride run,cardio,body weight,cardiovascular system,Beginner,High,15
shoulder grip pull-up,back,body weight,lats,Beginner,Low,15
shoulder tap,waist,body weight,abs,Beginner,Low,15
shoulder tap push-up,chest,body weight,pectorals,Beginner,Low,15
side bridge hip abduction,upper legs,body weight,abductors,Beginner,Moderate,15
side bridge v. 2,waist,body weight,abs,Beginner,Low,15
side hip (on parallel bars),waist,body weight,abs,Beginner,Low,15
side hip abduction,upper legs,body weight,abductors,Beginner,Moderate,15
side lying floor stretch,back,body weight,lats,Beginner,Low,15
side lying hip adduction (male),upper legs,body weight,adductors,Beginner,Moderate,15
side plank hip adduction,upper legs,body weight,adductors,Beginner,Moderate,15
side push neck stretch,neck,body weight,levator scapulae,Beginner,Low,15
side push-up,upper arms,body weight,triceps,Beginner,Low,15
side wrist pull stretch,lower arms,body weight,forearms,Beginner,Low,15
side-to-side chin,back,body weight,lats,Beginner,Low,15
side-to-side toe touch (male),waist,body weight,abs,Beginner,Low,15
single arm push-up,chest,body weight,pectorals,Beginner,Low,15
single leg bridge with outstretched leg,upper legs,body weight,glutes,Beginner,Moderate,15
single leg calf raise (on a dumbbell),lower legs,dumbbell,calves,Intermediate,Moderate,15
single leg platform slide,upper legs,body weight,hamstrings,Beginner,Moderate,15
single leg squat (pistol) male,upper legs,body weight,glutes,Beginner,Moderate,15
sissy squat,upper legs,body weight,quads,Beginner,Moderate,15
sit-up v. 2,waist,body weight,abs,Beginner,Low,15
sit-up with arms on chest,waist,body weight,abs,Beginner,Low,15
skater hops,cardio,body weight,cardiovascular system,Beginner,High,15
ski ergometer,upper arms,skierg machine,triceps,Advanced,Low,15
ski step,cardio,body weight,cardiovascular system,Beginner,High,15
skin the cat,back,body weight,upper back,Beginner,Low,15
sled 45 degrees one leg press,upper legs,sled machine,glutes,Advanced,Moderate,15
sled 45в° calf press,lower legs,sled machine,calves,Advanced,Moderate,15
sled 45в° leg press,upper legs,sled machine,glutes,Advanced,Moderate,15
sled 45в° leg press (back pov),upper legs,sled machine,glutes,Advanced,Moderate,15
sled 45° leg press (side pov),upper legs,sled machine,glutes,Advanced,Moderate,15
sled 45в° leg wide press,upper legs,sled machine,glutes,Advanced,Moderate,15
sled calf press on leg press,lower legs,sled machine,calves,Advanced,Moderate,15
sled closer hack squat,upper legs,sled machine,glutes,Advanced,Moderate,15
sled forward angled calf raise,lower legs,sled machine,calves,Advanced,Moderate,15
sled hack squat,upper legs,sled machine,glutes,Advanced,Moderate,15
sled lying calf press,lower legs,sled machine,calves,Advanced,Moderate,15
sled lying squat,upper legs,sled machine,glutes,Advanced,Moderate,15
sled one leg calf press on leg press,lower legs,sled machine,calves,Advanced,Moderate,15
sledge hammer,waist,hammer,abs,Advanced,Low,15
smith back shrug,back,smith machine,traps,Advanced,Low,15
smith behind neck press,shoulders,smith machine,delts,Advanced,Moderate,15
smith bench press,chest,smith machine,pectorals,Advanced,Moderate,15
smith bent knee good morning,upper legs,smith machine,glutes,Advanced,Moderate,15
smith bent over row,back,smith machine,upper back,Advanced,High,15
smith chair squat,upper legs,smith machine,quads,Advanced,Moderate,15
smith close-grip bench press,upper arms,smith machine,triceps,Advanced,Moderate,15
smith deadlift,upper legs,smith machine,glutes,Advanced,Moderate,15
smith decline bench press,chest,smith machine,pectorals,Advanced,Moderate,15
smith decline reverse-grip press,chest,smith machine,pectorals,Advanced,Moderate,15
smith front squat (clean grip),upper legs,smith machine,glutes,Advanced,Moderate,15
smith full squat,upper legs,smith machine,glutes,Advanced,Moderate,15
smith hack squat,upper legs,smith machine,glutes,Advanced,Moderate,15
smith hip raise,waist,smith machine,abs,Advanced,Low,15
smith incline bench press,chest,smith machine,pectorals,Advanced,Moderate,15
smith incline reverse-grip press,chest,smith machine,pectorals,Advanced,Moderate,15
smith incline shoulder raises,chest,smith machine,serratus anterior,Advanced,Low,15
smith leg press,upper legs,smith machine,glutes,Advanced,Moderate,15
smith low bar squat,upper legs,smith machine,glutes,Advanced,Moderate,15
smith machine bicep curl,upper arms,smith machine,biceps,Advanced,Low,15
smith machine decline close grip bench press,upper arms,smith machine,triceps,Advanced,Moderate,15
smith machine incline tricep extension,upper arms,smith machine,triceps,Advanced,Low,15
smith machine reverse decline close grip bench press,chest,smith machine,pectorals,Advanced,Moderate,15
smith narrow row,back,smith machine,upper back,Advanced,High,15
smith one arm row,back,smith machine,upper back,Advanced,High,15
smith one leg floor calf raise,lower legs,smith machine,calves,Advanced,Moderate,15
smith rear delt row,shoulders,smith machine,delts,Advanced,High,15
smith reverse calf raises,lower legs,smith machine,calves,Advanced,Moderate,15
smith reverse calf raises,lower legs,smith machine,calves,Advanced,Moderate,15
smith reverse grip bent over row,back,smith machine,upper back,Advanced,High,15
smith reverse-grip press,chest,smith machine,pectorals,Advanced,Moderate,15
smith seated one leg calf raise,lower legs,smith machine,calves,Advanced,Moderate,15
smith seated shoulder press,shoulders,smith machine,delts,Advanced,Moderate,15
smith seated wrist curl,lower arms,smith machine,forearms,Advanced,Low,15
smith shoulder press,shoulders,smith machine,delts,Advanced,Moderate,15
smith shrug,back,smith machine,traps,Advanced,Low,15
smith single leg split squat,upper legs,smith machine,quads,Advanced,Moderate,15
smith sprint lunge,upper legs,smith machine,glutes,Advanced,High,15
smith squat,upper legs,smith machine,glutes,Advanced,Moderate,15
smith standing back wrist curl,lower arms,smith machine,forearms,Advanced,Low,15
smith standing behind head military press,shoulders,smith machine,delts,Advanced,Moderate,15
